,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL,data_chart
173,Uau!,"Costa Gold",93623,https://open.spotify.com/track/5jo4ocTfihMYTsq1Z4ze9h,2020-10-22
174,BALANÇA,"WC no Beat",93151,https://open.spotify.com/track/1neg4NArvpVL7AOWIBja6q,2020-10-22
175,Gelo,Melim,93003,https://open.spotify.com/track/2DsZ6pXK1AG6emFugTeYW3,2020-10-22
176,"A Casa É Sua","Casa Worship",92895,https://open.spotify.com/track/3h3fui1QXImL2zRcs9v2Lc,2020-10-22
177,"Pisadinha - Ao Vivo","Diego & Victor Hugo",92867,https://open.spotify.com/track/36P6ptTyxOggYgR2aoZiAl,2020-10-22
178,"Mulher Cativante","MC Paulin da Capital",92746,https://open.spotify.com/track/0ItBgjbN1F82yX73rwTIg0,2020-10-22
179,Believer,"Imagine Dragons",92497,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,2020-10-22
180,"Head & Heart (feat. MNEK)","Joel Corry",92213,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9,2020-10-22
181,"Tão Linda","Atitude 67",92093,https://open.spotify.com/track/59WWulo1LM0njpIkcduCMn,2020-10-22
182,"Pretty Savage",BLACKPINK,91223,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr,2020-10-22
183,"Só Gratidão","Mc Lipi",90743,https://open.spotify.com/track/3HCvks6mkO22FzhieKHI30,2020-10-22
184,Memories,"Maroon 5",90565,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2020-10-22
185,"SET DJ GM 2.0","MC Paulin da Capital",89711,https://open.spotify.com/track/38BuaDkieTqCDqaawXsf78,2020-10-22
186,"Dona de mim",IZA,88908,https://open.spotify.com/track/0H8CBal2Dcu5Yc001VotZN,2020-10-22
187,"Vitória Chegou","Mc Lipi",88771,https://open.spotify.com/track/541XTa1azDkMp2cFsM1Hcw,2020-10-22
188,Daisy,Ashnikko,88206,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk,2020-10-22
189,"Laugh Now Cry Later (feat. Lil Durk)",Drake,88141,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI,2020-10-22
190,"Se Ferrou","MC Kevinho",87526,https://open.spotify.com/track/4c21Aq5C8YMDBQWt9bjYBF,2020-10-22
191,"What You Know Bout Love","Pop Smoke",87272,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,2020-10-22
192,"O Matuto Se Apaixonou","Os Barões Da Pisadinha",87152,https://open.spotify.com/track/09KUam5nfzNEXSSV9zWiT9,2020-10-22
193,"Sou Vitorioso","Mc Lele JP",86573,https://open.spotify.com/track/37hCsK2djczyRGWMjqzbxD,2020-10-22
194,"Os Boys Amam O Ex Chora","Jerry Smith",86439,https://open.spotify.com/track/2o8MYdtYZYidgpe9oIGIcy,2020-10-22
195,"Xereca de Mel","Shevchenko e Elloco",85865,https://open.spotify.com/track/3csAhPJlNeCDnvuTdT8RQw,2020-10-22
196,Morena,"MC Paulin da Capital",85372,https://open.spotify.com/track/2W0VenqvlMW4c65YsxT5zu,2020-10-22
197,"Tchau Brigado - Ao Vivo","Humberto & Ronaldo",84878,https://open.spotify.com/track/2TR917wkDeRvwTE5cSfZFf,2020-10-22
198,"Cupido Fdp 2","MC Rick",84647,https://open.spotify.com/track/1D4Jo67A2x8qvAUKu2S12y,2020-10-22
199,goosebumps,"Travis Scott",84403,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,2020-10-22
200,"Poesia Acústica - Paris","Pineapple StormTv",84194,https://open.spotify.com/track/5JKaHAt4atuNoLqpyDgbyK,2020-10-22
1,"Recairei - Ao Vivo","Os Barões Da Pisadinha",858752,https://open.spotify.com/track/2JTir3y1VuJQmexiTCMcTP,2020-10-23
2,"Investe Em Mim","Jonas Esticado",826170,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7,2020-10-23
3,"De Menina pra Mulher - Ao Vivo","Gusttavo Lima",651522,https://open.spotify.com/track/42P3wMiPfXQM93TYZotuPQ,2020-10-23
4,"Só Você","MC Rogerinho",604237,https://open.spotify.com/track/59kRq8rb5uJCrSYYbGCk7o,2020-10-23
5,"Oh Juliana",Niack,590902,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt,2020-10-23
6,positions,"Ariana Grande",571642,https://open.spotify.com/track/7igeByaBM0MgGsgXtNxDJ7,2020-10-23
7,"Figurinha - Ao Vivo","Douglas & Vinicius",539938,https://open.spotify.com/track/187Pge0WmJNoS73kaIORSE,2020-10-23
8,"Basta Você Me Ligar - Ao Vivo","Os Barões Da Pisadinha",526398,https://open.spotify.com/track/3rRin3LyLY92kpEbkCgwf4,2020-10-23
9,"Tudo que Eu Queria - Ao Vivo","Gusttavo Lima",524502,https://open.spotify.com/track/4VfG3ntsNSyNr7lPZZyvTE,2020-10-23
10,"Quero Você do Jeito Que Quiser","Marília Mendonça",521174,https://open.spotify.com/track/64I6t2tuUGnIlaDIzHJ6YI,2020-10-23
11,"Cidade Inteira","Eric Land",495695,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF,2020-10-23
12,"Sogra - Ao Vivo",Dilsinho,485559,https://open.spotify.com/track/4zsiMjB0794HztyqUkD3Zi,2020-10-23
13,"Tá Rocheda","Os Barões Da Pisadinha",467545,https://open.spotify.com/track/3dPvQLKl42dMYWV4LWRTLK,2020-10-23
14,"Me Gusta (with Cardi B & Myke Towers)",Anitta,459287,https://open.spotify.com/track/7e1VoRlNumuEkXlITMHKLE,2020-10-23
15,"Comprei um Lança","Mc Jacaré",450691,https://open.spotify.com/track/12v6LfkX9YIR3uLefIAAYZ,2020-10-23
16,"Barzinho Aleatório - Ao Vivo","Zé Neto & Cristiano",447950,https://open.spotify.com/track/3WjSkl7VDWY1prwJw7dSG0,2020-10-23
17,"Nem Doeu - Ao Vivo","Matheus & Kauan",446379,https://open.spotify.com/track/260n4ECk9j4IEvTAVBYojl,2020-10-23
18,"Café e Amor - Ao Vivo","Gusttavo Lima",432036,https://open.spotify.com/track/7benotyTvLY2vUsDKtxbiA,2020-10-23
19,"Volta por Baixo - Ao Vivo","Henrique & Juliano",425017,https://open.spotify.com/track/7o9LwQmTuIDm4LyyHFIWul,2020-10-23
20,Ranking,"Jorge & Mateus",415000,https://open.spotify.com/track/0RaIjuKU5hudMteEXwr4RS,2020-10-23
21,"Vai Ter Que Aguentar","Mc Don Juan",413026,https://open.spotify.com/track/5GAdMAL3tRJkVN1HtwohK2,2020-10-23
22,"Alô Ex-Amor - Ao Vivo","João Bosco e Gabriel",400317,https://open.spotify.com/track/2QCwoYDn4DRfjs4NhW2KpO,2020-10-23
23,"Alô Ambev (Segue Sua Vida) - Ao Vivo","Zé Neto & Cristiano",387458,https://open.spotify.com/track/5m5aY6S9ttfIG157xli2Rs,2020-10-23
24,"Poesia Acústica #9: Melhor Forma","Pineapple StormTv",378142,https://open.spotify.com/track/2fmeSswdyVq4wcqhY41UHk,2020-10-23
25,Rita,Tierry,372773,https://open.spotify.com/track/1nDCZBI8MaHXI2f36dnQyG,2020-10-23
26,"Desce Pro Play (PA PA PA)","Mc Zaac",349900,https://open.spotify.com/track/4zGtfOglDBfVUypabBwIjQ,2020-10-23
27,"Máquina do Tempo",Matuê,346138,https://open.spotify.com/track/5oI9blwsXC8AkTWw6wASY8,2020-10-23
28,"S de Saudade","Luíza & Maurílio",345965,https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL,2020-10-23
29,"Desejando Eu (Ao Vivo)","Murilo Huff",343986,https://open.spotify.com/track/3056x1XkmICnQmji68rrft,2020-10-23
30,"Melhor Eu Ir / Ligando os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo","Grupo Menos É Mais",342601,https://open.spotify.com/track/2ptHQBO7TQhEkXOeK9ST59,2020-10-23
31,"Não Valeu","Wesley Safadão",341837,https://open.spotify.com/track/1GWUiFYLYEapxYHnASyOud,2020-10-23
32,"Viva Voz - Ao Vivo Em São Paulo / 2019","Lauana Prado",338421,https://open.spotify.com/track/08Sd5vVcIH3uKeAiaJdoYj,2020-10-23
33,"Não Vai Embora",Dilsinho,332896,https://open.spotify.com/track/28atBekPVlTdnU4M9Z7udd,2020-10-23
34,"Briga Feia - Ao Vivo","Henrique & Juliano",331467,https://open.spotify.com/track/4j2bK4fnc2s6GyVmhJsJhk,2020-10-23
35,"Litrão - Ao Vivo Em Recife / 2020","Matheus & Kauan",328771,https://open.spotify.com/track/4DngRKOpRPrkbzImUB0zgh,2020-10-23
36,"WAP (feat. Megan Thee Stallion)","Cardi B",317557,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,2020-10-23
37,"Watermelon Sugar","Harry Styles",310760,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,2020-10-23
38,"Deus é por nós","MC Marks",308719,https://open.spotify.com/track/6jcGoHrqfRW6fI2I6xtwBQ,2020-10-23
39,"se essa vida fosse um filme","GIULIA BE",306342,https://open.spotify.com/track/0hDphSo7vI7gCjEPpD6gu0,2020-10-23
40,"Amor e Fé - Acústico","Hungria Hip Hop",303877,https://open.spotify.com/track/5ra6CI0pEzqjxPEZeBz0d7,2020-10-23
41,"Na Raba Toma Tapão",Niack,302971,https://open.spotify.com/track/0AGS6ZRgzobrazmCi6pYMe,2020-10-23
42,"Pulei na Piscina - Ao Vivo","Guilherme & Benuto",295889,https://open.spotify.com/track/1uA7fD01YlQr1Rm0oyNB4H,2020-10-23
43,TOMA,"Luísa Sonza",285032,https://open.spotify.com/track/7pDcS0EVMJR0YwjXmHcCRg,2020-10-23
44,"A Gente Fez Amor - Ao Vivo","Gusttavo Lima",282353,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5,2020-10-23
45,"Liberdade Provisória - Ao Vivo","Henrique & Juliano",279314,https://open.spotify.com/track/3Ghyp3X5Ua9ypHnBIgOObI,2020-10-23
46,777-666,Matuê,278297,https://open.spotify.com/track/3sGcETRMuAgcPgjDpIkgMn,2020-10-23
47,"Deve ser horrível dormir sem mim","Manu Gavassi",271760,https://open.spotify.com/track/6Q9NH5cNBY58nJkp5Jbs9j,2020-10-23
48,"Graveto - Ao Vivo","Marília Mendonça",266127,https://open.spotify.com/track/3tc8Z4lGzOIwmIVftsxO6o,2020-10-23
49,"Blinding Lights","The Weeknd",266042,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,2020-10-23
50,Flores,Vitão,260090,https://open.spotify.com/track/25gD4PQjxCLnwIY2n23aEl,2020-10-23
51,"Te Prometo",DENNIS,258103,https://open.spotify.com/track/7Ac3BmqTQoLdAt7HtZyfgN,2020-10-23
52,"Tudo Aconteceu","MC Du Black",256197,https://open.spotify.com/track/67mqU3FeErlvWwsxnMfvQo,2020-10-23
53,"menina solta","GIULIA BE",247971,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1,2020-10-23
54,"Despedida - Ao Vivo","Wesley Safadão",245785,https://open.spotify.com/track/5LpLYzpV0HWKI2DlPmNywg,2020-10-23
55,"Saudade Sua","Gusttavo Lima",242618,https://open.spotify.com/track/6NM06xgqxQ0HU5lxbt2JHi,2020-10-23
56,"Tudo Indica (feat. Jorge & Mateus) - Ao Vivo","Marcos & Belutti",239246,https://open.spotify.com/track/0eoMMLrWtXbLk64baeESkc,2020-10-23
57,"Só Tem Eu","Zé Felipe",234967,https://open.spotify.com/track/1X0MaGErD8rcspqQs9s2m0,2020-10-23
58,Talarica,"Rennan da Penha",233261,https://open.spotify.com/track/01mKvmXQLhr3MEoiAEAcP2,2020-10-23
59,"Homenagem aos Relíquias (feat. Menor MC, MC Vinny, MC Julio D.E R., MC Leozinho ZS & Makalo)","DJ Matt D",233192,https://open.spotify.com/track/4vDC52DnSqAjec5Vh5yJEb,2020-10-23
60,"Romance Desapegado","Japinha Conde",232381,https://open.spotify.com/track/54OqGd3dmug64db0ZtOtF4,2020-10-23
61,"Libera Ela - Ao Vivo","Maiara & Maraisa",232003,https://open.spotify.com/track/0SJtvFn4vqgJPscSbEPaql,2020-10-23
62,"Manda Áudio","Di Propósito",228466,https://open.spotify.com/track/0in6Rc29qdyOkhKyYw4A84,2020-10-23
63,"Segunda Taça - Ao Vivo","João Bosco & Vinicius",218123,https://open.spotify.com/track/23zmMwD99ROi9yhxqMxWil,2020-10-23
64,"Pipa Voada (feat. Emicida)",Rashid,211587,https://open.spotify.com/track/3oqC4Ta40ft6NnTJwcUTdi,2020-10-23
65,BRABA,"Luísa Sonza",209301,https://open.spotify.com/track/2WlZuBDgLfT7Kc0admhFdg,2020-10-23
66,"Pode Sumir","Luíza & Maurílio",208815,https://open.spotify.com/track/5OzvtpasMB3aPWpfVr0PsA,2020-10-23
67,"Don't Start Now","Dua Lipa",207628,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,2020-10-23
68,"Cheirosa - Ao Vivo","Jorge & Mateus",207233,https://open.spotify.com/track/2PWjKmjyTZeDpmOUa3a5da,2020-10-23
69,"Roses - Imanbek Remix","SAINt JHN",196138,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5,2020-10-23
70,Avançada,"MC Kevinho",194127,https://open.spotify.com/track/1fWITNjgwmKEonjikQUaa1,2020-10-23
71,Dynamite,BTS,193013,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY,2020-10-23
72,"Tudo no Sigilo (Vytinho NG e Bianca)","Vytinho NG",192386,https://open.spotify.com/track/60wF0XnX7A0jVpDNA5v8vi,2020-10-23
73,"Declaração pro Bar - Ao Vivo","Guilherme & Benuto",192293,https://open.spotify.com/track/48CAeajgzcGJaVUSsXd7h0,2020-10-23
74,"Rave do Papa - Deluxe (feat. Mc Rennan, MC Bruna Alves, MC BN & MC Rick) - Remix","Dj W-Beatz",191985,https://open.spotify.com/track/59CnMc5PR9GdDFEVOpHSg9,2020-10-23
75,"Facas - Ao Vivo","Diego & Victor Hugo",191199,https://open.spotify.com/track/1ere9b9vDw2N3m9d4uiXxa,2020-10-23
76,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",189429,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX,2020-10-23
77,"Mood (feat. iann dior)",24kGoldn,184990,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,2020-10-23
78,"Casa de Praia - Ao Vivo","Os Barões Da Pisadinha",184617,https://open.spotify.com/track/6Teco2qa7OBfa7mjaMYSbO,2020-10-23
79,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",177668,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,2020-10-23
80,"Marília Mendonça",BIN,169326,https://open.spotify.com/track/73uParILjIm5rcP0C2bpMF,2020-10-23
81,"Amor de Fim de Noite",Orochi,166990,https://open.spotify.com/track/1Nmcs8zk7LfcvHRgLtTM5J,2020-10-23
82,"Então Toma - Ao Vivo","Matheus & Kauan",166936,https://open.spotify.com/track/5yaXBGNko8lmFSOvKWo99j,2020-10-23
83,"E Nós Tem um Charme Que É da Hora","Mc Dricka",165138,https://open.spotify.com/track/4koUrXFuoId1b6wrMF3laS,2020-10-23
84,"Seu Beijo Joga Sujo","Avine Vinny",164957,https://open.spotify.com/track/2enk2whIgJyoe0O9HRQZJV,2020-10-23
85,"3 Batidas - Ao Vivo","Guilherme & Benuto",163847,https://open.spotify.com/track/1uryupl9hqVZYurJwH4G9k,2020-10-23
86,"Mentira - Ao Vivo","Felipe Araújo",162771,https://open.spotify.com/track/3oe0vGmQxem3DcarYMuzu1,2020-10-23
87,"Meu Lado da História",Nandx710,160219,https://open.spotify.com/track/08LiZsFrLkWYtd20jeqWLh,2020-10-23
88,"Século 21","Leo Santana",159735,https://open.spotify.com/track/7jiGFTWeO3MmMN9dpHRjUZ,2020-10-23
89,"Só Você","Leo Santana",159630,https://open.spotify.com/track/2cV8V9eV79HWJHD4jNQHqq,2020-10-23
90,"Vai Lá","Wesley Safadão",158877,https://open.spotify.com/track/1NFRjwcyR91yN0cLRm8263,2020-10-23
91,"Party On My Own (feat. FAULHABER)",Alok,158354,https://open.spotify.com/track/4c9Py6O1NeuYKbJ8Ok7mTl,2020-10-23
92,"Uma Vida a Mais (Listen To Your Heart)","Marília Mendonça",157684,https://open.spotify.com/track/2hqRWWmbHT9CTc5a4a9NVe,2020-10-23
93,"Um Sabadão Desse Uma Lua Dessa","Mc Talibã",155589,https://open.spotify.com/track/3KfyRuNdcCGsZb15sqrXDA,2020-10-23
94,"Dance Monkey","Tones And I",154670,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-10-23
95,"Supera - Ao Vivo","Marília Mendonça",153308,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz,2020-10-23
96,"Vira Homem","Marília Mendonça",152796,https://open.spotify.com/track/0GrEqRHf5FioT1hOB8PBxZ,2020-10-23
97,"É Sal",Matuê,152499,https://open.spotify.com/track/2c80HnIOPMmQQVQllQEWb5,2020-10-23
98,"Cuidado Que Eu Te Supero","Yasmin Santos",152495,https://open.spotify.com/track/5J4tK2FbXQEeC0AsfFgwpz,2020-10-23
99,"Bebe e Vem Me Procurar","Raí Saia Rodada",150118,https://open.spotify.com/track/3tu0GkIZwwkmILoD4HemBq,2020-10-23
100,"Cabeça Voando","Os Barões Da Pisadinha",148996,https://open.spotify.com/track/6wDzwmywQ2X8O0FN1IQGol,2020-10-23
101,"Bebi Minha Bicicleta (Coração Falido) - Ao Vivo","Zé Neto & Cristiano",147857,https://open.spotify.com/track/2Q9TaUXNM4mNSCgJjbmsJe,2020-10-23
102,"Como Se Tá Maravilhosa","Mc Lipi",145916,https://open.spotify.com/track/0eLCuW89pb6I3BC0NMGHFW,2020-10-23
103,"Se Namorar Fosse Bom - Ao Vivo","Os Barões Da Pisadinha",145195,https://open.spotify.com/track/39d68jIHbCiFdXWI6jmALW,2020-10-23
104,"Carreira Solo - Ao Vivo","Gusttavo Lima",144188,https://open.spotify.com/track/1MmS7UIy3J1BTxfGCRvVqN,2020-10-23
105,"Kenny G",Matuê,143083,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW,2020-10-23
106,"Textão - Ao Vivo","Zé Neto & Cristiano",138838,https://open.spotify.com/track/2uhBCMHwS3SATOHIgM2KPF,2020-10-23
107,"Você Nem É Tudo Isso","Marília Mendonça",137781,https://open.spotify.com/track/0zhnWntcmhChM7PXSWuNNq,2020-10-23
108,"Ice Cream (with Selena Gomez)",BLACKPINK,137709,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz,2020-10-23
109,Hb20,Tierry,135031,https://open.spotify.com/track/4cjowWOdLUKomiRwhWpRXJ,2020-10-23
110,"Holy (feat. Chance The Rapper)","Justin Bieber",134022,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy,2020-10-23
111,Pupila,ANAVITÓRIA,133803,https://open.spotify.com/track/7Gk5OrMYaMRtT2JmgJVAfk,2020-10-23
112,"Don't Say Goodbye (feat. Tove Lo)",Alok,133668,https://open.spotify.com/track/0GTPmh5G40joBg93vcSQNq,2020-10-23
113,"Revoada do Tubarão","MC Ryan SP",132758,https://open.spotify.com/track/0C1cJj3ZNCS75sojrcMhZV,2020-10-23
114,"Ta Apaixonado Babaca","Dj Guuga",132728,https://open.spotify.com/track/7N3BrHFlnZbOs8lPGPg1gg,2020-10-23
115,SENTADÃO,"PEDRO SAMPAIO",132725,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A,2020-10-23
116,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",132591,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,2020-10-23
117,"A Tua Voz","Gloria Groove",132241,https://open.spotify.com/track/2LfRxbEQMsqzkU1VpsuZrn,2020-10-23
118,"Someone You Loved","Lewis Capaldi",131400,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2020-10-23
119,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,131105,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,2020-10-23
120,"How You Like That",BLACKPINK,130230,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o,2020-10-23
121,"Meu Abrigo",Melim,130183,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe,2020-10-23
122,"Aí Eu Bebo - Ao Vivo","Maiara & Maraisa",129410,https://open.spotify.com/track/2Ou6UYuUbNyqwXxRDSeFRf,2020-10-23
123,"Ta Com Saudade Quer TBT ?","Mc Talibã",129165,https://open.spotify.com/track/4i1U2ZQJdVCAczbiwsXf3H,2020-10-23
124,"(não) era amor","GIULIA BE",129100,https://open.spotify.com/track/7DmZMqXYgQ1oI3z3bGUEbi,2020-10-23
125,"Fala Comigo Bebê - Ao Vivo","Os Barões Da Pisadinha",127278,https://open.spotify.com/track/1dHfCJMj1eJMFcKF7VzqR5,2020-10-23
126,"Qual é a do amor (feat. Atitude 67) - Ao vivo","João Gustavo e Murilo",126475,https://open.spotify.com/track/3rfPuNpqMHQKXIPoEF5iFB,2020-10-23
127,Cabaré,"Dj Guuga",125731,https://open.spotify.com/track/0N2cvvlyEw5NFc00E3FB0D,2020-10-23
128,"Se Eu Fosse Você - Ao Vivo","Henrique & Juliano",125505,https://open.spotify.com/track/3HXLUh9lzSrSLvrvLk2LjC,2020-10-23
129,"Certo e Duvidoso (feat. Gaab) - Ao Vivo","Marcos & Belutti",125038,https://open.spotify.com/track/6TL6UYmqRVC5PuVQb0R1h5,2020-10-23
130,"Quem Traiu Levou - Ao Vivo","Gusttavo Lima",124777,https://open.spotify.com/track/17Ryox5vWKp92IDW87C5PI,2020-10-23
131,"Midnight Sky","Miley Cyrus",124767,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB,2020-10-23
132,"Poesia Acústica #6: Era uma Vez","Pineapple StormTv",124116,https://open.spotify.com/track/13Rf6RaZT13TW4xLQR3MQr,2020-10-23
133,"Rave Balança E Bafora",Ventura,123702,https://open.spotify.com/track/7tswnwncDD0zJ1JpFf13Gl,2020-10-23
134,"Rain On Me (with Ariana Grande)","Lady Gaga",123698,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,2020-10-23
135,Girassol,"Priscilla Alcantara",123245,https://open.spotify.com/track/22rcaYTa2UgcLCbeO0NoNj,2020-10-23
136,Reincidente,"Felipe Araújo",122786,https://open.spotify.com/track/3XG1frltSxibGuYLPucxl8,2020-10-23
137,"Hoje É Rave","Bárbara Labres",122672,https://open.spotify.com/track/2CBpRE0A922XhWLSI8AT9O,2020-10-23
138,"Deixa (feat. Ana Gabriela)",Lagum,121623,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp,2020-10-23
139,Cogulândia,Matuê,120766,https://open.spotify.com/track/5T6mY3sQbvVfLnertXdoST,2020-10-23
140,"Eu Feat. Você",Melim,119876,https://open.spotify.com/track/2PaOWQIEkSFkmONCv1Vgui,2020-10-23
141,"Rave Na Praia","MC Teteu",119786,https://open.spotify.com/track/50YsV2XFugoMrqJK9Ttdly,2020-10-23
142,"Put Your Records On","Ritt Momney",118782,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9,2020-10-23
143,"Áudio - Ao Vivo em Brasília","Diego & Victor Hugo",117351,https://open.spotify.com/track/2PqPSf3gtTED79rWGwVtYg,2020-10-23
144,Antes,Matuê,116239,https://open.spotify.com/track/2XymTaHTrQWDEuSyhfZvqF,2020-10-23
145,"Senta Concentrada","MC Ws",116121,https://open.spotify.com/track/6ZxjdTDNU6pf8iklkeAB9y,2020-10-23
146,"Relógio Parado (Ao Vivo)","Diego & Arnaldo",116092,https://open.spotify.com/track/5n8Y78Pl5q8lqS7sJP61qw,2020-10-23
147,"Savage Love (Laxed - Siren Beat)","Jawsh 685",115693,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,2020-10-23
148,"Breaking Me",Topic,114891,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,2020-10-23
149,Señorita,"Shawn Mendes",114811,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2020-10-23
150,"Break My Heart","Dua Lipa",114778,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,2020-10-23
151,"On & On",Alok,114321,https://open.spotify.com/track/7sYAS4CpbV90oSemgaEQat,2020-10-23
152,"Ouvi Dizer",Melim,113101,https://open.spotify.com/track/1qCLx3nX25NuhfPjM5E1qV,2020-10-23
153,"Pisadinha - Ao Vivo","Diego & Victor Hugo",112444,https://open.spotify.com/track/36P6ptTyxOggYgR2aoZiAl,2020-10-23
154,"O Matuto Se Apaixonou","Os Barões Da Pisadinha",112381,https://open.spotify.com/track/09KUam5nfzNEXSSV9zWiT9,2020-10-23
155,"Piece Of Your Heart - Alok Remix",MEDUZA,111973,https://open.spotify.com/track/6iW38RGqdDGOofmz2HeXLW,2020-10-23
156,"Com ou Sem Mim - Ao Vivo","Gustavo Mioto",111545,https://open.spotify.com/track/5L8ZEyIdZ2KE4Wf51SsuOF,2020-10-23
157,"Deixa Tudo Como Tá - Ao Vivo",Thiaguinho,111129,https://open.spotify.com/track/0abrd2vT2W3JZBDNezUY7r,2020-10-23
158,"death bed (coffee for your head)",Powfu,110200,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,2020-10-23
159,"Tiro Certo - Ao Vivo","Zé Felipe",109933,https://open.spotify.com/track/5MArTXEVyKBwoodjdy04fk,2020-10-23
160,"Vergonha pra Midia","Salvador Da Rima",109460,https://open.spotify.com/track/5JsxHA8NttHWThpTCToK1J,2020-10-23
161,"Lovesick Girls",BLACKPINK,108389,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C,2020-10-23
162,"Lose Control",MEDUZA,108095,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,2020-10-23
163,"Tudo de bom",Pk,107859,https://open.spotify.com/track/3YqLyRFwjGuPBT7EHoyQH7,2020-10-23
164,"Meu talismã",IZA,107680,https://open.spotify.com/track/5aayWOEE7u7bxZ3r7dwIrX,2020-10-23
165,"Lonely (with benny blanco)","Justin Bieber",107414,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q,2020-10-23
166,"Tempo de Aprender / Energia Surreal / Não Pedi Pra Me Apaixonar - Ao Vivo","Grupo Menos É Mais",107406,https://open.spotify.com/track/3COVZV6VRP4sdXiWTB1XTM,2020-10-23
167,"Um Pedido","Hungria Hip Hop",107122,https://open.spotify.com/track/3CgZi8DMUftJHK6WL2gKc1,2020-10-23
