,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
8,"Amor ou o Litrão","Petter Ferraz",511408,https://open.spotify.com/track/7qmnP8Woc47dLSrMD5MxL1,2020-11-27
9,"Figurinha - Ao Vivo","Douglas & Vinicius",507173,https://open.spotify.com/track/187Pge0WmJNoS73kaIORSE,2020-11-27
10,Rita,Tierry,484164,https://open.spotify.com/track/1nDCZBI8MaHXI2f36dnQyG,2020-11-27
11,"Tá Rocheda","Os Barões Da Pisadinha",467801,https://open.spotify.com/track/3dPvQLKl42dMYWV4LWRTLK,2020-11-27
12,"De Menina pra Mulher - Ao Vivo","Gusttavo Lima",450176,https://open.spotify.com/track/42P3wMiPfXQM93TYZotuPQ,2020-11-27
13,"Rainha da Favela",LUDMILLA,429123,https://open.spotify.com/track/3vu864xi5Xis9VfOsJpmXu,2020-11-27
14,"Cidade Inteira","Eric Land",427728,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF,2020-11-27
15,Bandida,"Pabllo Vittar",422245,https://open.spotify.com/track/2VFTgZwiAdrADSLrUNHWt9,2020-11-27
16,"Alô Ex-Amor - Ao Vivo","João Bosco e Gabriel",419238,https://open.spotify.com/track/2QCwoYDn4DRfjs4NhW2KpO,2020-11-27
17,"Quero Você do Jeito Que Quiser","Marília Mendonça",410066,https://open.spotify.com/track/64I6t2tuUGnIlaDIzHJ6YI,2020-11-27
18,"Só Você","MC Rogerinho",408995,https://open.spotify.com/track/59kRq8rb5uJCrSYYbGCk7o,2020-11-27
19,"Oh Juliana",Niack,407800,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt,2020-11-27
20,"Sogra - Ao Vivo",Dilsinho,401686,https://open.spotify.com/track/4zsiMjB0794HztyqUkD3Zi,2020-11-27
21,"Pulei na Piscina - Ao Vivo","Guilherme & Benuto",395015,https://open.spotify.com/track/1uA7fD01YlQr1Rm0oyNB4H,2020-11-27
22,"Nem Doeu - Ao Vivo","Matheus & Kauan",374077,https://open.spotify.com/track/260n4ECk9j4IEvTAVBYojl,2020-11-27
23,"Amor da Despedida","Os Barões Da Pisadinha",345586,https://open.spotify.com/track/0WlmiIK5qFQ4dAB4mCA4sI,2020-11-27
24,"Melhor Eu Ir / Ligando os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo","Grupo Menos É Mais",341658,https://open.spotify.com/track/2ptHQBO7TQhEkXOeK9ST59,2020-11-27
25,"Poesia Acústica #9: Melhor Forma","Pineapple StormTv",340078,https://open.spotify.com/track/2fmeSswdyVq4wcqhY41UHk,2020-11-27
26,Letícia,"Zé Vaqueiro",339488,https://open.spotify.com/track/2R1OgezGfBMeiAcMpJ1EkH,2020-11-27
27,positions,"Ariana Grande",332677,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,2020-11-27
28,"Amor e Fé - Acústico","Hungria Hip Hop",332038,https://open.spotify.com/track/5ra6CI0pEzqjxPEZeBz0d7,2020-11-27
29,"Prisoner (feat. Dua Lipa)","Miley Cyrus",329629,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B,2020-11-27
30,"Espetinho - Ao Vivo","Gusttavo Lima",328982,https://open.spotify.com/track/1UF3sCkxXH4OE7ja83GRzj,2020-11-27
31,"Volta por Baixo - Ao Vivo","Henrique & Juliano",320565,https://open.spotify.com/track/6juD9PQwAPvuXYIAE2gjhO,2020-11-27
32,"Um Sabadão Desse Uma Lua Dessa","Mc Talibã",305942,https://open.spotify.com/track/3KfyRuNdcCGsZb15sqrXDA,2020-11-27
33,"Desejando Eu (Ao Vivo)","Murilo Huff",303349,https://open.spotify.com/track/3056x1XkmICnQmji68rrft,2020-11-27
34,"Me Gusta (with Cardi B & Myke Towers)",Anitta,300881,https://open.spotify.com/track/7e1VoRlNumuEkXlITMHKLE,2020-11-27
35,"Comprei um Lança","Mc Jacaré",299387,https://open.spotify.com/track/12v6LfkX9YIR3uLefIAAYZ,2020-11-27
36,"Blinding Lights","The Weeknd",287378,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,2020-11-27
37,"Desce Pro Play (PA PA PA)","Mc Zaac",283694,https://open.spotify.com/track/4zGtfOglDBfVUypabBwIjQ,2020-11-27
38,"Não Valeu","Wesley Safadão",278450,https://open.spotify.com/track/1GWUiFYLYEapxYHnASyOud,2020-11-27
39,"S de Saudade","Luíza & Maurílio",276374,https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL,2020-11-27
40,"Briga Feia - Ao Vivo","Henrique & Juliano",275664,https://open.spotify.com/track/3Xuo5utyzk86BwlUHdTR2O,2020-11-27
41,"Watermelon Sugar","Harry Styles",274129,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,2020-11-27
42,"Maçã Verde","MC Hariel",270671,https://open.spotify.com/track/7lJoRyuNJtuiqTcKtuMuIR,2020-11-27
43,"Eu Vou","Pabllo Vittar",269871,https://open.spotify.com/track/6tkuCCpBNnAWjbOv2MHIgO,2020-11-27
44,Ranking,"Jorge & Mateus",269575,https://open.spotify.com/track/0RaIjuKU5hudMteEXwr4RS,2020-11-27
45,"Viva Voz - Ao Vivo Em São Paulo / 2019","Lauana Prado",269289,https://open.spotify.com/track/08Sd5vVcIH3uKeAiaJdoYj,2020-11-27
46,"Barzinho Aleatório - Ao Vivo","Zé Neto & Cristiano",266854,https://open.spotify.com/track/4KLvGldnzUZU4xdELyWBom,2020-11-27
47,"Século 21","Leo Santana",264791,https://open.spotify.com/track/7jiGFTWeO3MmMN9dpHRjUZ,2020-11-27
48,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",252932,https://open.spotify.com/track/2Z8yfpFX0ZMavHkcIeHiO1,2020-11-27
49,"Ele É Ele, Eu Sou Eu","Wesley Safadão",252515,https://open.spotify.com/track/7EWXP47VlXKO3r7mNxuWHw,2020-11-27
50,"É Problema","Matheus & Kauan",249780,https://open.spotify.com/track/5gTgQBtNP08fUijxpEgmzF,2020-11-27
51,"Vai Ter Que Aguentar","Mc Don Juan",249684,https://open.spotify.com/track/5GAdMAL3tRJkVN1HtwohK2,2020-11-27
52,"Não Vai Embora",Dilsinho,249012,https://open.spotify.com/track/28atBekPVlTdnU4M9Z7udd,2020-11-27
53,"Romance Desapegado","Japinha Conde",227735,https://open.spotify.com/track/54OqGd3dmug64db0ZtOtF4,2020-11-27
54,Dynamite,BTS,226189,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc,2020-11-27
55,"Poesia Acústica 10: Recomeçar","Pineapple StormTv",216638,https://open.spotify.com/track/4pwFy4YPNGMxK2P2FfQfvt,2020-11-27
56,"Liberdade Provisória - Ao Vivo","Henrique & Juliano",216299,https://open.spotify.com/track/4Y0gR2tYML083T6b2vhJrn,2020-11-27
57,"Litrão - Ao Vivo Em Recife / 2020","Matheus & Kauan",214079,https://open.spotify.com/track/4DngRKOpRPrkbzImUB0zgh,2020-11-27
58,"WAP (feat. Megan Thee Stallion)","Cardi B",213285,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,2020-11-27
59,"Máquina do Tempo",Matuê,212559,https://open.spotify.com/track/5oI9blwsXC8AkTWw6wASY8,2020-11-27
60,"Tudo Indica (feat. Jorge & Mateus) - Ao Vivo","Marcos & Belutti",209196,https://open.spotify.com/track/0eoMMLrWtXbLk64baeESkc,2020-11-27
61,"Graveto - Ao Vivo","Marília Mendonça",208682,https://open.spotify.com/track/3tc8Z4lGzOIwmIVftsxO6o,2020-11-27
62,"Despedida - Ao Vivo","Wesley Safadão",208093,https://open.spotify.com/track/5LpLYzpV0HWKI2DlPmNywg,2020-11-27
63,"Café e Amor - Ao Vivo","Gusttavo Lima",207172,https://open.spotify.com/track/7benotyTvLY2vUsDKtxbiA,2020-11-27
64,"Pode Sumir","Luíza & Maurílio",206570,https://open.spotify.com/track/5OzvtpasMB3aPWpfVr0PsA,2020-11-27
65,777-666,Matuê,199642,https://open.spotify.com/track/3sGcETRMuAgcPgjDpIkgMn,2020-11-27
66,"Deus é por nós","MC Marks",199251,https://open.spotify.com/track/6jcGoHrqfRW6fI2I6xtwBQ,2020-11-27
67,"Esses Vícios","Zé Neto & Cristiano",197986,https://open.spotify.com/track/2InUVOBY515umeuwdQtsQ4,2020-11-27
68,"Manda Áudio","Di Propósito",197277,https://open.spotify.com/track/0in6Rc29qdyOkhKyYw4A84,2020-11-27
69,TOMA,"Luísa Sonza",194547,https://open.spotify.com/track/7pDcS0EVMJR0YwjXmHcCRg,2020-11-27
70,"Segunda Taça - Ao Vivo","João Bosco & Vinicius",193920,https://open.spotify.com/track/1WTJdd2atKxhUrbvUHjNDt,2020-11-27
71,"se essa vida fosse um filme","GIULIA BE",193871,https://open.spotify.com/track/0hDphSo7vI7gCjEPpD6gu0,2020-11-27
72,"Midnight Sky","Miley Cyrus",191721,https://open.spotify.com/track/4i2qxFEVVUi8yOYoxB8TCX,2020-11-27
73,"Life Goes On",BTS,190859,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD,2020-11-27
74,"Homenagem aos Relíquias (feat. Menor MC, MC Vinny, MC Julio D.E R., MC Leozinho ZS & Makalo)","DJ Matt D",189948,https://open.spotify.com/track/4vDC52DnSqAjec5Vh5yJEb,2020-11-27
75,"menina solta","GIULIA BE",189075,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1,2020-11-27
76,"Don't Start Now","Dua Lipa",188844,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,2020-11-27
77,"Angels Like You","Miley Cyrus",187891,https://open.spotify.com/track/1daDRI9ahBonbWD8YcxOIB,2020-11-27
78,"não passa vontade",ANAVITÓRIA,186408,https://open.spotify.com/track/1HbHUc3TamGVwXlcUolMej,2020-11-27
79,"Eu Tenho Medo","Zé Vaqueiro",184822,https://open.spotify.com/track/5TU6HG6Ltm7ZYr3r5dZjsA,2020-11-27
80,"Seu Beijo Joga Sujo","Avine Vinny",183209,https://open.spotify.com/track/2enk2whIgJyoe0O9HRQZJV,2020-11-27
81,"Facas - Ao Vivo","Diego & Victor Hugo",182986,https://open.spotify.com/track/1ere9b9vDw2N3m9d4uiXxa,2020-11-27
82,Hackearam-Me,Tierry,182556,https://open.spotify.com/track/5NeBu4oKweDXIjhvYqtbLo,2020-11-27
83,Talarica,"Rennan da Penha",174008,https://open.spotify.com/track/01mKvmXQLhr3MEoiAEAcP2,2020-11-27
84,"Set 2.0: Homenagem aos Relíquias","DJ Matt D",170888,https://open.spotify.com/track/566AZpR4FJErkhS3CmuaWu,2020-11-27
85,Nêga,"Tarcísio do Acordeon",170854,https://open.spotify.com/track/3S2iI46NmKyZsoxs2NByIP,2020-11-27
86,"WTF Do I Know","Miley Cyrus",170824,https://open.spotify.com/track/37PJvlIfYWqEX6fgjHlnTf,2020-11-27
87,"Tudo Aconteceu","MC Du Black",170551,https://open.spotify.com/track/67mqU3FeErlvWwsxnMfvQo,2020-11-27
88,"Deve ser horrível dormir sem mim","Manu Gavassi",169480,https://open.spotify.com/track/6Q9NH5cNBY58nJkp5Jbs9j,2020-11-27
89,"A Gente Fez Amor - Ao Vivo","Gusttavo Lima",166224,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5,2020-11-27
90,"Don't Say Goodbye (feat. Tove Lo)",Alok,166132,https://open.spotify.com/track/0GTPmh5G40joBg93vcSQNq,2020-11-27
91,"Plastic Hearts","Miley Cyrus",165337,https://open.spotify.com/track/6qCsKKS7Ol63SJW3LOIX5R,2020-11-27
92,"Mood (feat. iann dior)",24kGoldn,165305,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,2020-11-27
93,"Therefore I Am","Billie Eilish",163621,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha,2020-11-27
94,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",163013,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX,2020-11-27
95,"Libera Ela - Ao Vivo","Maiara & Maraisa",162746,https://open.spotify.com/track/0SJtvFn4vqgJPscSbEPaql,2020-11-27
96,"Ele Não Tem","Jonas Esticado",162610,https://open.spotify.com/track/1JHvLQWHUoYuapwQikeDuD,2020-11-27
97,BRABA,"Luísa Sonza",162554,https://open.spotify.com/track/2WlZuBDgLfT7Kc0admhFdg,2020-11-27
98,"Marília Mendonça",BIN,161992,https://open.spotify.com/track/73uParILjIm5rcP0C2bpMF,2020-11-27
99,"Pipa Voada (feat. Emicida)",Rashid,159330,https://open.spotify.com/track/3oqC4Ta40ft6NnTJwcUTdi,2020-11-27
100,"Party On My Own (feat. FAULHABER)",Alok,156532,https://open.spotify.com/track/4c9Py6O1NeuYKbJ8Ok7mTl,2020-11-27
101,"Cheirosa - Ao Vivo","Jorge & Mateus",153025,https://open.spotify.com/track/2PWjKmjyTZeDpmOUa3a5da,2020-11-27
102,Avançada,"MC Kevinho",150648,https://open.spotify.com/track/1fWITNjgwmKEonjikQUaa1,2020-11-27
103,"Tô Torcendo - Ao Vivo","Gusttavo Lima",150329,https://open.spotify.com/track/74mtYZvn0rZm4EKrQwmOoX,2020-11-27
104,"Casa de Praia - Ao Vivo","Os Barões Da Pisadinha",149483,https://open.spotify.com/track/6Teco2qa7OBfa7mjaMYSbO,2020-11-27
105,"É Só Botada","MC Levin",149383,https://open.spotify.com/track/07c9lzwx1IIm101PnB4BZu,2020-11-27
106,"Roses - Imanbek Remix","SAINt JHN",149228,https://open.spotify.com/track/5f5tMrP3ZZbNtiLIHKOQLS,2020-11-27
107,"Night Crawling (feat. Billy Idol)","Miley Cyrus",149022,https://open.spotify.com/track/4U34WsyOvppOMnRfq7DuOy,2020-11-27
108,"Saudade Sua","Gusttavo Lima",145776,https://open.spotify.com/track/6NM06xgqxQ0HU5lxbt2JHi,2020-11-27
109,"Mentira - Ao Vivo","Felipe Araújo",145509,https://open.spotify.com/track/3oe0vGmQxem3DcarYMuzu1,2020-11-27
110,Flores,Vitão,145398,https://open.spotify.com/track/25gD4PQjxCLnwIY2n23aEl,2020-11-27
111,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",145184,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,2020-11-27
112,"Gimme What I Want","Miley Cyrus",142828,https://open.spotify.com/track/4v8jmsVox8VwU5js3JHOJZ,2020-11-27
113,"Cabeça Voando","Os Barões Da Pisadinha",142451,https://open.spotify.com/track/6wDzwmywQ2X8O0FN1IQGol,2020-11-27
114,Confidencial,"Wesley Safadão",139973,https://open.spotify.com/track/767WBxhrD8kRfJ4cYZQO9G,2020-11-27
115,"Amor de Fim de Noite",Orochi,139664,https://open.spotify.com/track/1Nmcs8zk7LfcvHRgLtTM5J,2020-11-27
116,"Então Toma - Ao Vivo","Matheus & Kauan",138569,https://open.spotify.com/track/5yaXBGNko8lmFSOvKWo99j,2020-11-27
117,"Declaração pro Bar - Ao Vivo","Guilherme & Benuto",137694,https://open.spotify.com/track/48CAeajgzcGJaVUSsXd7h0,2020-11-27
118,"E Nós Tem um Charme Que É da Hora","Mc Dricka",135681,https://open.spotify.com/track/4koUrXFuoId1b6wrMF3laS,2020-11-27
119,"Tudo no Sigilo (Vytinho NG e Bianca)","Vytinho NG",133797,https://open.spotify.com/track/60wF0XnX7A0jVpDNA5v8vi,2020-11-27
120,"Parabéns - veronicat e Boombeat Remix","Pabllo Vittar",133668,https://open.spotify.com/track/6cIltBt7JkdQ9eCk97fkya,2020-11-27
121,"Se Namorar Fosse Bom - Ao Vivo","Os Barões Da Pisadinha",133265,https://open.spotify.com/track/39d68jIHbCiFdXWI6jmALW,2020-11-27
122,inesquecível,"GIULIA BE",132360,https://open.spotify.com/track/3bUDPTCStUeLcUgXgvepQh,2020-11-27
123,"Senta Concentrada (feat. MC WS)","MC Mari",132234,https://open.spotify.com/track/62tcTmWpOcqFfZNWrheU1T,2020-11-27
124,"Tudo que Eu Queria - Ao Vivo","Gusttavo Lima",132083,https://open.spotify.com/track/4VfG3ntsNSyNr7lPZZyvTE,2020-11-27
125,"Só Você","Leo Santana",131903,https://open.spotify.com/track/2cV8V9eV79HWJHD4jNQHqq,2020-11-27
126,"Cuidado Que Eu Te Supero","Yasmin Santos",131765,https://open.spotify.com/track/5J4tK2FbXQEeC0AsfFgwpz,2020-11-27
127,"Tímida - A Travestis Remix","Pabllo Vittar",131092,https://open.spotify.com/track/0NYHOqjtfbY7ovylIPEfM1,2020-11-27
128,"Poesia Acústica #6: Era uma Vez","Pineapple StormTv",130802,https://open.spotify.com/track/13Rf6RaZT13TW4xLQR3MQr,2020-11-27
129,"Meu Lado da História",Nandx710,130790,https://open.spotify.com/track/08LiZsFrLkWYtd20jeqWLh,2020-11-27
130,Separei,"MC WM",130464,https://open.spotify.com/track/16uUeKOV7m51Vlx9oUIEvE,2020-11-27
131,"Dance Monkey","Tones And I",130301,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-11-27
132,"Faz a Pose","MC Teteu",130121,https://open.spotify.com/track/1sTVKLLFDfAfowsG4bRBN4,2020-11-27
133,"Supera - Ao Vivo","Marília Mendonça",130101,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz,2020-11-27
134,"Kenny G",Matuê,128649,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW,2020-11-27
135,"Vira Homem","Marília Mendonça",128532,https://open.spotify.com/track/0GrEqRHf5FioT1hOB8PBxZ,2020-11-27
136,"Meu talismã",IZA,127255,https://open.spotify.com/track/5aayWOEE7u7bxZ3r7dwIrX,2020-11-27
137,Pupila,ANAVITÓRIA,126486,https://open.spotify.com/track/7Gk5OrMYaMRtT2JmgJVAfk,2020-11-27
138,"É Sal",Matuê,126142,https://open.spotify.com/track/2c80HnIOPMmQQVQllQEWb5,2020-11-27
139,"Meu Abrigo",Melim,125258,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe,2020-11-27
140,"Te Prometo",DENNIS,124572,https://open.spotify.com/track/7Ac3BmqTQoLdAt7HtZyfgN,2020-11-27
141,"Uma Vida a Mais (Listen To Your Heart)","Marília Mendonça",122800,https://open.spotify.com/track/2hqRWWmbHT9CTc5a4a9NVe,2020-11-27
142,"Senta no Fazendeiro","Mc Jacaré",122442,https://open.spotify.com/track/1wsL4Lgoo27ETnLt6svbnT,2020-11-27
143,"Tá Faltando Eu","Luan Estilizado",122206,https://open.spotify.com/track/3gY2oyydautEwY7SsQeF4Q,2020-11-27
144,"Bebe e Vem Me Procurar","Raí Saia Rodada",120967,https://open.spotify.com/track/3tu0GkIZwwkmILoD4HemBq,2020-11-27
145,"Qual é a do amor (feat. Atitude 67) - Ao vivo","João Gustavo e Murilo",119564,https://open.spotify.com/track/3rfPuNpqMHQKXIPoEF5iFB,2020-11-27
146,"Revoada do Tubarão","MC Ryan SP",118132,https://open.spotify.com/track/0C1cJj3ZNCS75sojrcMhZV,2020-11-27
147,Hb20,Tierry,118080,https://open.spotify.com/track/4cjowWOdLUKomiRwhWpRXJ,2020-11-27
148,"Vai Lá","Wesley Safadão",117893,https://open.spotify.com/track/1NFRjwcyR91yN0cLRm8263,2020-11-27
149,"Na Raba Toma Tapão",Niack,117210,https://open.spotify.com/track/0AGS6ZRgzobrazmCi6pYMev,2020-11-27
150,SENTADÃO,"PEDRO SAMPAIO",116715,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A,2020-11-27
151,"Someone You Loved","Lewis Capaldi",114794,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2020-11-27
152,"Foi Pá Pum","Simone & Simaria",114476,https://open.spotify.com/track/6F7tttrdq7aUdxXVeo0nKp,2020-11-27
153,34+35,"Ariana Grande",114464,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,2020-11-27
154,"Fala Comigo Bebê - Ao Vivo","Os Barões Da Pisadinha",113800,https://open.spotify.com/track/1dHfCJMj1eJMFcKF7VzqR5,2020-11-27
155,"Piece Of Your Heart - Alok Remix",MEDUZA,113209,https://open.spotify.com/track/6iW38RGqdDGOofmz2HeXLW,2020-11-27
156,"Rave Na Praia","MC Teteu",112486,https://open.spotify.com/track/50YsV2XFugoMrqJK9Ttdly,2020-11-27
157,Cabaré,"Dj Guuga",111449,https://open.spotify.com/track/0N2cvvlyEw5NFc00E3FB0D,2020-11-27
158,"Sua Mãe Tá Nessa - Ao Vivo Em São Paulo / 2019","Lauana Prado",111182,https://open.spotify.com/track/5gijVJHyC1E4kt2j5Q3DEb,2020-11-27
159,"Break My Heart","Dua Lipa",110646,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,2020-11-27
160,"Alive (It Feels Like)",Alok,110574,https://open.spotify.com/track/4fB85IhVASxXMWgoke5WVJ,2020-11-27
161,Shallow,"Lady Gaga",110318,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2020-11-27
162,"Bad Karma (feat. Joan Jett)","Miley Cyrus",109973,https://open.spotify.com/track/47KegqqrzpKw0jdHFWqtNb,2020-11-27
163,High,"Miley Cyrus",109863,https://open.spotify.com/track/2LseyBkPJv7r7wCt2yMEgX,2020-11-27
164,"Se Eu Fosse Você - Ao Vivo","Henrique & Juliano",109684,https://open.spotify.com/track/6qFTfWG7Hz3q9HxRpNVJo1,2020-11-27
165,"Você Nem É Tudo Isso","Marília Mendonça",109503,https://open.spotify.com/track/0zhnWntcmhChM7PXSWuNNq,2020-11-27
166,"Deixa (feat. Ana Gabriela)",Lagum,109264,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp,2020-11-27
167,"On & On",Alok,109032,https://open.spotify.com/track/7sYAS4CpbV90oSemgaEQat,2020-11-27
168,Señorita,"Shawn Mendes",108375,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2020-11-27
169,Tristinha,Ferrugem,108163,https://open.spotify.com/track/3gNhPpKri5wFDD3LbBp2LG,2020-11-27
170,"Quase uma Semana",BIN,108139,https://open.spotify.com/track/4a5YIaK7qFu6T63GeYx1Ih,2020-11-27
171,"Ouvi Dizer",Melim,106896,https://open.spotify.com/track/1qCLx3nX25NuhfPjM5E1qV,2020-11-27
172,Morena,"MC Paulin da Capital",106838,https://open.spotify.com/track/2W0VenqvlMW4c65YsxT5zu,2020-11-27
173,"Lovezinho - Jaloo Remix","Pabllo Vittar",106727,https://open.spotify.com/track/3FWBCEaSdi7zuzATg3e2kd,2020-11-27
174,"Elas Gostam de Gasolina - Ao Vivo","Anderson & Vei da Pisadinha",106193,https://open.spotify.com/track/3tkEf7vw4zDBFAQxY1vdcv,2020-11-27
175,Inamorável,"Luíza & Maurílio",106052,https://open.spotify.com/track/1erfWPemd1Vg5aQYQpW1Pm,2020-11-27
176,"Relógio Parado (Ao Vivo)","Diego & Arnaldo",105795,https://open.spotify.com/track/5n8Y78Pl5q8lqS7sJP61qw,2020-11-27
177,"Tempo de Aprender / Energia Surreal / Não Pedi Pra Me Apaixonar - Ao Vivo","Grupo Menos É Mais",105559,https://open.spotify.com/track/3COVZV6VRP4sdXiWTB1XTM,2020-11-27
178,"Eu Feat. Você",Melim,105205,https://open.spotify.com/track/2PaOWQIEkSFkmONCv1Vgui,2020-11-27
179,"Clima Quente - Weber & Biu do Piseiro Remix","Pabllo Vittar",105164,https://open.spotify.com/track/7eccWH0p2EE0hSPzOQ7zkX,2020-11-27
180,"Hate Me","Miley Cyrus",104761,https://open.spotify.com/track/0rFcav2bUNH6NC9576Viiu,2020-11-27
181,"Os Mandrake Curte a Vida","MC Paulin da Capital",104399,https://open.spotify.com/track/5J1xChbEwiI3q371r7mDOg,2020-11-27
182,"Ta Apaixonado Babaca","Dj Guuga",104127,https://open.spotify.com/track/7N3BrHFlnZbOs8lPGPg1gg,2020-11-27
183,"Lonely (with benny blanco)","Justin Bieber",103660,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q,2020-11-27
184,"Nem Guindaste","MC JottaPê",103586,https://open.spotify.com/track/7BImEFQe28sPY5AbIN2kqs,2020-11-27
185,Uau!,"Costa Gold",103470,https://open.spotify.com/track/5jo4ocTfihMYTsq1Z4ze9h,2020-11-27
186,"Coração Na Cama - Ao Vivo","Hugo & Guilherme",102119,https://open.spotify.com/track/2nZj5YymF54qhAu7RneVP6,2020-11-27
187,"Never Be Me","Miley Cyrus",101787,https://open.spotify.com/track/1M7qLcfozANPcMKfgMEHOt,2020-11-27
188,"Lose Control",MEDUZA,101393,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,2020-11-27
189,"Um Pedido","Hungria Hip Hop",101384,https://open.spotify.com/track/3CgZi8DMUftJHK6WL2gKc1,2020-11-27
190,"Holy (feat. Chance The Rapper)","Justin Bieber",101002,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy,2020-11-27
191,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,100462,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,2020-11-27
192,"Tchau Brigado - Ao Vivo","Humberto & Ronaldo",100200,https://open.spotify.com/track/2TR917wkDeRvwTE5cSfZFf,2020-11-27
193,"O Matuto Se Apaixonou","Os Barões Da Pisadinha",100088,https://open.spotify.com/track/09KUam5nfzNEXSSV9zWiT9,2020-11-27
194,"Flash Pose - DJ Anne Louise & Lorena Simpson Remix","Pabllo Vittar",99931,https://open.spotify.com/track/4KRHLA2A68IuFDyK5pvmJ1,2020-11-27
195,"Levitating (feat. DaBaby)","Dua Lipa",98823,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF,2020-11-27
196,"Breaking Me",Topic,97594,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,2020-11-27
197,Ménage,"MC JottaPê",97519,https://open.spotify.com/track/7LAqIzg7r71bmfGzviayG3,2020-11-27
198,"Lençol Dobrado","João Gustavo e Murilo",97447,https://open.spotify.com/track/72xB2J9ZeBl0Rzxq2XmzdY,2020-11-27
199,"(não) era amor","GIULIA BE",97381,https://open.spotify.com/track/7DmZMqXYgQ1oI3z3bGUEbi,2020-11-27
200,"Rain On Me (with Ariana Grande)","Lady Gaga",96492,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,2020-11-27
1,"Recairei - Ao Vivo","Os Barões Da Pisadinha",1092830,https://open.spotify.com/track/2JTir3y1VuJQmexiTCMcTP,2020-11-28
2,"Investe Em Mim","Jonas Esticado",811353,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7,2020-11-28
3,"Basta Você Me Ligar - Ao Vivo","Os Barões Da Pisadinha",726096,https://open.spotify.com/track/3rRin3LyLY92kpEbkCgwf4,2020-11-28
4,"Alô Ambev (Segue Sua Vida) - Ao Vivo","Zé Neto & Cristiano",712345,https://open.spotify.com/track/5m5aY6S9ttfIG157xli2Rs,2020-11-28
5,"Ilusão (Cracolândia)","MC Hariel",681398,https://open.spotify.com/track/6WXglvTFRmjlHHhgjYMNif,2020-11-28
6,Rita,Tierry,680957,https://open.spotify.com/track/1nDCZBI8MaHXI2f36dnQyG,2020-11-28
7,"Lance Individual","Jorge & Mateus",665900,https://open.spotify.com/track/7GLWWrk1YlkPYqJK3ynIA0,2020-11-28
8,"Figurinha - Ao Vivo","Douglas & Vinicius",657541,https://open.spotify.com/track/187Pge0WmJNoS73kaIORSE,2020-11-28
9,"Tá Rocheda","Os Barões Da Pisadinha",651532,https://open.spotify.com/track/3dPvQLKl42dMYWV4LWRTLK,2020-11-28
10,"Só Tem Eu","Zé Felipe",647482,https://open.spotify.com/track/1X0MaGErD8rcspqQs9s2m0,2020-11-28
11,"Amor ou o Litrão","Petter Ferraz",631863,https://open.spotify.com/track/7qmnP8Woc47dLSrMD5MxL1,2020-11-28
